Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3
3-7在校学生数,,,
Number of Students Enrollment,,,
,,,
单位:人,,,
城市,City,普通中学 在校学生数 Total Enrollment of Regular Secondary Schools,普通小学 在校学生数 Total Enrollment of Primary Schools
  张家港市,  Zhangjiagang,61189,102654
  昆山市,  Kunshan,92876,187471
  太仓市,  Taicang,31194,56182
  启东市,  Qidong,29451,40443
  如皋市,  Rugao,53228,71532
  海安市,  Haian,27245,40419
  东台市,  Dongtai,30086,36625
  仪征市,  Yizheng,19150,26134
  高邮市,  Gaoyou,22914,30592
  丹阳市,  Danyang,40668,57104
  扬中市,  Yangzhong,11371,17682
  句容市,  Jurong,20565,32528
  兴化市,  Xinghua,50614,55956
  靖江市,  Jingjiang,22374,32308
  泰兴市,  Taixing,39798,49607
浙江省,Zhejiang,,
  建德市,  Jiande,17510,25116
  余姚市,  Yuyao,44142,76430
  慈溪市,  Cixi,57041,108241
  瑞安市,  Rui'an,60255,95923
  乐清市,  Yueqing,68657,113500
  龙港市,  Longgang,22865,37293
  海宁市,  Haining,33066,58923
  平湖市,  Pinghu,23339,38756
  桐乡市,  Tongxiang,33395,61866
  诸暨市,  Zhuji,67200,75403
  嵊州市,  Shengzhou,23724,33882
  兰溪市,  Lanxi,25056,31341
  义乌市,  Yiwu,69763,139248
  东阳市,  Dongyang,49455,82047
  永康市,  Yongkang,41000,78081
  江山市,  Jiangshan,24332,31532
  温岭市,  Wenling,56908,83349
  临海市,  Linhai,55478,69729
  玉环市,  Yuhuan,27356,43018
  龙泉市,  Longquan,11637,15116
安徽省,Anhui,,
  巢湖市,  Chaohu,37541,40270
  无为市,  Wuwei,44822,45785
  桐城市,  Tongcheng,25815,31680
  潜山市,  Qianshan,21979,32558
  天长市,  Tianchang,22208,36127
  明光市,  Mingguang,26504,30362
  界首市,  Jieshou,42650,63196
  宁国市,  Ningguo,14052,21026
  广德市,  Guangde,19825,26749
福建省,Fujian,,
  福清市,  Fuqing,81287,117465
  永安市,  Yong'an,18549,28741
  石狮市,  Shishi,44767,70411
  晋江市,  Jinjiang,114796,198723
  南安市,  Nan'an,93207,151143
  邵武市,  Shaowu,14169,19233
  武夷山市,  Wuyishan,13256,19225
  建瓯市,  Jian'ou,26138,30840
  漳平市,  Zhangping,14984,24688
  福安市,  Fu'an,41945,53870
  福鼎市,  Fuding,32042,52255
江西省,Jiangxi,,
  乐平市,  Leping,66828,67035
  瑞昌市,  Ruichang,30592,33591
  共青城市,  Gongqingcheng,12982,14614
  庐山市,  Lushan,17490,20560
  贵溪市,  Guixi,39438,36453
  瑞金市,  Ruijin,47581,50872
  龙南市,  Longnan,21851,27963
  井冈山市,  Jinggangshan,12472,14697
  丰城市,  Fengcheng,75596,79397
  樟树市,  Zhangshu,34792,40522
  高安市,  Gaoan,55704,62380
  德兴市,  Dexing,22669,22013
山东省,Shandong,,
  胶州市,  Jiaozhou,45950,81417
  平度市,  Pingdu,54180,74952
  莱西市,  Laixi,37409,36858
  滕州市,  Tengzhou,103712,149375
  龙口市,  Longkou,30973,34673
  莱阳市,  Laiyang,31295,30893
  莱州市,  Laizhou,31302,32638
  招远市,  Zhaoyuan,21323,23247
  栖霞市,  Qixia,12324,10974
  海阳市,  Haiyang,14444,18099
  青州市,  Qingzhou,38678,69187
  诸城市,  Zhucheng,50162,74840
  寿光市,  Shouguang,54137,90817
  安丘市,  Anqiu,45772,60766
  高密市,  Gaomi,46584,63035
  昌邑市,  Changyi,24620,33591
  曲阜市,  Qufu,33651,44608
  邹城市,  Zoucheng,63220,91311
  新泰市,  Xintai,81437,96431
  肥城市,  Feicheng,49221,46458
  荣成市,  Rongcheng,28754,28755
  乳山市,  Rushan,13481,11604
  乐陵市,  Laoling,35410,47291
  禹城市,  Yucheng,28310,36320
  临清市,  Linqing,58739,75702
  邹平市,  Zouping,35771,56393
河南省,Henan,,
  巩义市,  Gongyi,44356,58487
  荥阳市,  Xingyang,39884,63964
  新密市,  Xinmi,54439,68778
  新郑市,  Xinzheng,71509,118062
  登封市,  Dengfeng,75603,74393
  舞钢市,  Wugang,23025,27091
  汝州市,  Ruzhou,90797,115136
  林州市,  Linzhou,84267,94591
  卫辉市,  Weihui,41670,38476
  辉县市,  Huixian,75582,83716
  长垣市,  Changyuan,80551,101028
  沁阳市,  Qinyang,28663,36176
  孟州市,  Mengzhou,14729,23833
  禹州市,  Yuzhou,82977,98256
  长葛市,  Changge,52254,60894
  义马市,  Yima,4476,8641
  灵宝市,  Lingbao,37008,50642
  邓州市,  Dengzhou,130198,131005
  永城市,  Yongcheng,109621,141500
  项城市,  Xiangcheng,82187,102083
  济源市,  Jiyuan,44846,62601
湖北省,Hubei,,
  大冶市,  Daye,53049,68738
  丹江口市,  Danjiangkou,22610,31872
  宜都市,  Yidu,7581,16994
  当阳市,  Dangyang,13700,15637
  枝江市,  Zhijiang,12510,15664
  老河口市,  Laohekou,24169,28487
  枣阳市,  Zaoyang,53843,64384
  宜城市,  Yicheng,24722,29142
  钟祥市,  Zhongxiang,36663,46464
  京山市,  Jingshan,20376,27775
  应城市,  Yingcheng,19559,24631
  安陆市,  Anlu,21603,30762
  汉川市,  Hanchuan,45928,56838
  石首市,  Shishou,20630,27227
  洪湖市,  Honghu,33321,43114
  松滋市,  Songzi,26300,31399
  监利市,  Jianli,68734,79958
  麻城市,  Macheng,48800,65961
  武穴市,  Wuxue,59641,62911
  赤壁市,  Chibi,30249,38193
  广水市,  Guangshui,39852,50451
  恩施市,  Enshi,57926,54107
  利川市,  Lichuan,54649,59968
  仙桃市,  Xiantao,71209,83858
  潜江市,  Qianjiang,44302,50410
  天门市,  Tianmen,63756,74247
湖南省,Hunan,,
  浏阳市,  Liuyang,88676,114829
  宁乡市,  Ningxiang,67814,83253
  醴陵市,  Liling,48786,63861
  湘乡市,  Xiangxiang,23306,44488
  韶山市,  Shaoshan,3512,6476
  耒阳市,  Leiyang,101043,94697
  常宁市,  Changning,57032,58512
  武冈市,  Wugang,50561,51247
  邵东市,  Shaodong,73013,78290
  汨罗市,  Miluo,34760,42247
  临湘市,  Linxiang,25854,30909
  津市市,  Jinshi,5974,7943
  沅江市,  Yuanjiang,24781,34758
  资兴市,  Zixing,17622,22483
  祁阳市,  Qiyang,54581,57845
  洪江市,  Hongjiang,19013,24152
  冷水江市,  Lengshuijiang,26052,32045
  涟源市,  Lianyuan,45718,53915
  吉首市,  Jishou,29127,42913
广东省,Guangdong,,
  乐昌市,  Lechang,27346,38306
  南雄市,  Nanxiong,22508,30365
  台山市,  Taishan,40685,54895
  开平市,  Kaiping,38626,56397
  鹤山市,  Heshan,29498,45639
  恩平市,  Enping,27812,40204
  廉江市,  Lianjiang,101117,159513
  雷州市,  Leizhou,81358,136080
  吴川市,  Wuchuan,61932,99251
  高州市,  Gaozhou,112322,147111
  化州市,  Huazhou,116752,158669
  信宜市,  Xinyi,89876,121384
  四会市,  Sihui,49291,71432
  兴宁市,  Xingning,54637,70131
  陆丰市,  Lufeng,86884,129338
  阳春市,  Yangchun,67126,88470
  英德市,  Yingde,64802,102367
  连州市,  Lianzhou,23988,34809
  普宁市,  Puning,158930,231255
  罗定市,  Luoding,80131,107505
广西壮族自治区,Guangxi,,
  横州市,  Hengzhou,67960,94942
  荔浦市,  Lipu,17954,25567
  岑溪市,  Cenxi,67258,99553
  东兴市,  Dongxing,12807,24468
  桂平市,  Guiping,129033,158402
  北流市,  Beiliu,120781,163295
  靖西市,  Jingxi,32599,44257
  平果市,  Pingguo,38225,44483
  合山市,  Heshan,4878,8437
  凭祥市,  Pingxiang,6390,12588
海南省,Hainan,,
  五指山市,  Wuzhishan,9073,7860
  琼海市,  Qionghai,35937,42693
  文昌市,  Wenchang,32937,42470
  万宁市,  Wanning,31622,45053
  东方市,  Dongfang,30887,39969
四川省,Sichuan,,
  都江堰市,  Dujiangyan,28953,38553
  彭州市,  Pengzhou,28227,42044
  邛崃市,  Qionglai,25232,32110
  崇州市,  Chongzhou,24899,35927
  简阳市,  Jianyang,62874,61399
  广汉市,  Guanghan,19364,30313
  什邡市,  Shifang,14560,18328
  绵竹市,  Mianzhu,13504,18744
  江油市,  Jiangyou,30770,38012
  射洪市,  Shehong,33248,39399
  隆昌市,  Longchang,34494,34652
  峨眉山市,  Emeishan,16747,22461
  阆中市,  Langzhong,28398,31929
  华蓥市,  Huaying,15115,19415
  万源市,  Wanyuan,27187,30785
  马尔康市,  Maerkang,3665,3945
  康定市,  Kangding,8465,8827
  西昌市,  Xichang,55283,99921
  会理市,  Huili,13578,27574
贵州省,Guizhou,,
  清镇市,  Qingzhen,40097,61173
  盘州市,  Panzhou,67405,129967
  赤水市,  Chishui,17674,20033
  仁怀市,  Renhuai,40154,65884
  黔西市,  Qianxi,53508,85571
  兴义市,  Xingyi,107338,108752
  兴仁市,  Xingren,31765,45281
  凯里市,  Kaili,58468,68021
  都匀市,  Duyun,32891,39670
  福泉市,  Fuquan,19287,30305
云南省,Yunnan,,
  安宁市,  Anning,21101,27335
  宣威市,  Xuanwei,102913,101013
  澄江市,  Chengjiang,5852,11468
  腾冲市,  Tengchong,48773,49906
  水富市,  Shuifu,11342,8479
  楚雄市,  Chuxiong,43607,42557
  禄丰市,  Lufeng,17457,21490
  个旧市,  Gejiu,23192,29164
  开远市,  Kaiyuan,17523,25095
  蒙自市,  Mengzi,34448,51766
  弥勒市,  Mile,32084,42216
  文山市,  Wenshan,43410,60778
  景洪市,  Jinghong,32903,48643
  大理市,  Dali,19927,50869
  瑞丽市,  Ruili,11729,19630
  芒市,  Mangshi,28941,38712
  泸水市,  Lushui,13772,19022
  香格里拉市,  Shangri-la,4925,12536
西藏自治区,Xizang,,
 米林市,Milin,1240,2377
  错那市,Cuona,386,713
陕西省,Shaanxi,,
  兴平市,  Xingping,23176,32671
  彬州市,  Binzhou,13554,27357
  韩城市,  Hancheng,17479,29429
  华阴市,  Huayin,10396,15496
  子长市,  Zichang,14520,18410
  神木市,  Shenmu,42866,59839
  旬阳市,  Xunyang,18658,23907
甘肃省,Gansu,,
  华亭市,  Huating,12725,15089
  玉门市,  Yumen,7312,9857
  敦煌市,  Dunhuang,7167,8891
  临夏市,  Linxia,27695,37644
  合作市,  Hezuo,9863,9536
青海省,Qinghai,,
  同仁市,  Tongren,3824,10982
  玉树市,  Yushu,6292,15467
  格尔木市,  Golmud,12997,19571
  德令哈市,  Delingha,4066,6497
  茫崖市,  Mangya,428,633
宁夏回族自治区,Ningxia,,
  灵武市,  Lingwu,15385,20996
  青铜峡市,  Qingtongxia,12597,13511
新疆维吾尔自治区,Xinjiang,,
  昌吉市,  Changji,28571,37818
  阜康市,  Fukang,8094,11254
  博乐市,  Bole,11722,17683
  阿拉山口市,  Alashankou,247,597
  库尔勒市,  Korla,33530,58074
  阿克苏市,  Akesu,47260,88656
  库车市,  Kuche,41063,62126
  阿图什市,  Artux,26587,44515
  喀什市,  Kashi,75531,118730
  和田市,  Hetian,39807,99448
  伊宁市,  Yining,48592,74451
  奎屯市,  Kuitun,12386,12346
  霍尔果斯市,  Horgos,2872,3364
  塔城市,  Tacheng,10234,9764
  乌苏市,  Wusu,12135,14335
  沙湾市,  Shawan,8606,11281
  阿勒泰市,  Aletai,8904,12161
  石河子市,  Shihezi,19257,28511
  阿拉尔市,  Alar,23798,31805
  图木舒克市,  Tumushuke,24343,39698
  五家渠市,  Wujiaqu,13865,7556
  北屯市,  Beitun,4798,5705
  铁门关市,  Tiemenguan,14021,16930
  双河市,  Shuanghe,4364,3417
  可克达拉市,  Cocodala,7892,6244
  昆玉市,  Kunyu,2956,10542
  胡杨河市,  Huyanghe,2220,1304
  新星市,  Xinxing,5633,6603
  白杨市,Baiyang,332,595
