Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3
2-17科技创新情况(全市),,,
,,,
Scientific and Technological Innovation (Total City),,,
,,,
单位：件,,,
,,,
(piece),,,
,,,
城 市,City,专利授权数 Number of Patent Authorizations,
,,,发明 Invention
  韶关市,  Shaoguan,3041,622
  深圳市,  Shenzhen,235100,62252
  珠海市,  Zhuhai,24551,7892
  汕头市,  Shantou,22288,939
  佛山市,  Foshan,87421,11314
  江门市,  Jiangmen,15649,1540
  湛江市,  Zhanjiang,5732,796
  茂名市,  Maoming,3329,350
  肇庆市,  Zhaoqing,7348,781
  惠州市,  Huizhou,22545,2499
  梅州市,  Meizhou,2535,274
  汕尾市,  Shanwei,2890,118
  河源市,  Heyuan,2899,195
  阳江市,  Yangjiang,5126,180
  清远市,  Qingyuan,4423,734
  东莞市,  Dongguan,81117,12826
  中山市,  Zhongshan,39745,2921
  潮州市,  Chaozhou,8850,219
  揭阳市,  Jieyang,9119,220
  云浮市,  Yunfu,1890,126
广西壮族自治区,Guangxi,,
  南宁市,  Nanning,11471,2542
  柳州市,  Liuzhou,4822,1348
  桂林市,  Guilin,4883,1459
  梧州市,  Wuzhou,1357,123
  北海市,  Beihai,780,131
  防城港市,  Fangchenggang,545,62
  钦州市,  Qinzhou,1195,163
  贵港市,  Guigang,1959,88
  玉林市,  Yulin,2652,352
  百色市,  Baise,1104,114
  贺州市,  Hezhou,721,89
  河池市,  Hechi,807,60
  来宾市,  Laibin,921,77
  崇左市,  Chongzuo,758,108
海南省,Hainan,,
  海口市,  Haikou,6189,1448
  三亚市,  Sanya,1710,508
  三沙市,  Sansha,,
  儋州市,  Danzhou,446,43
重庆市,Chongqing,54136,13600
四川省,Sichuan,,
  成都市,  Chengdu,70502,25557
  自贡市,  Zigong,1820,402
  攀枝花市,  Panzhihua,1271,293
  泸州市,  Luzhou,2670,313
  德阳市,  Deyang,4963,882
  绵阳市,  Mianyang,8225,3062
  广元市,  Guangyuan,1015,79
  遂宁市,  Suining,2139,283
  内江市,  Neijiang,1365,209
  乐山市,  Leshan,1749,243
  南充市,  Nanchong,2595,200
  眉山市,  Meishan,2641,423
  宜宾市,  Yibin,3664,439
  广安市,  Guang'an,1144,84
  达州市,  Dazhou,2250,169
  雅安市,  Ya'an,1100,202
  巴中市,  Bazhong,956,33
  资阳市,  Ziyang,1106,64
贵州省,Guizhou,,
  贵阳市,  Guiyang,10918,5079
  六盘水市,  Liupanshui,1050,112
  遵义市,  Zunyi,3692,494
  安顺市,  Anshun,1039,142
  毕节市,  Bijie,1126,96
  铜仁市,  Tongren,980,91
云南省,Yunnan,,
  昆明市,  Kunming,20292,4970
  曲靖市,  Qujing,1980,170
  玉溪市,  Yuxi,1861,140
  保山市,  Baoshan,611,39
  昭通市,  Zhaotong,888,51
  丽江市,  Lijiang,687,45
  普洱市,  Pu'er,644,28
  临沧市,  Lincang,503,32
西藏自治区,Xizang,,
  拉萨市,  Lhasa,5505,964
  日喀则市,  Xigazê,53,5
  昌都市,  Qamdo,121,5
  林芝市,  Nyingchi,,
  山南市,  Lhoka,52,7
  那曲市,  Nagqu,37,3
陕西省,Shaanxi,,
  西安市,  Xi'an,51145,19464
  铜川市,  Tongchuan,538,45
  宝鸡市,  Baoji,2968,331
  咸阳市,  Xianyang,5799,793
  渭南市,  Weinan,1551,156
  延安市,  Yan'an,1285,119
  汉中市,  Hanzhong,1615,245
  榆林市,  Yulin,3580,303
  安康市,  Ankang,1091,92
  商洛市,  Shangluo,507,49
甘肃省,Gansu,,
  兰州市,  Lanzhou,9742,2683
  嘉峪关市,  Jiayuguan,837,108
  金昌市,  Jinchang,1315,117
  白银市,  Baiyin,1170,118
  天水市,  Tianshui,1065,86
  武威市,  Wuwei,874,57
  张掖市,  Zhangye,1246,72
  平凉市,  Pingliang,973,43
  酒泉市,  Jiuquan,1257,102
  庆阳市,  Qingyang,681,86
  定西市,  Dingxi,897,51
  陇南市,  Longnan,395,15
青海省,Qinghai,,
  西宁市,  Xining,2900,468
  海东市,  Haidong,349,22
宁夏回族自治区,Ningxia,,
  银川市,  Yinchuan,5914,1055
  石嘴山市,  Shizuishan,1577,193
  吴忠市,  Wuzhong,1547,153
  固原市,  Guyuan,509,35
  中卫市,  Zhongwei,816,86
新疆维吾尔自治区,Xinjiang,,
  乌鲁木齐市,  Urumqi,6712,1210
  克拉玛依市,  Karamay,1412,190
  吐鲁番市,  Turpan,387,38
  哈密市,  Hami,746,53
