Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3
2-30天然气供应及利用情况(市辖区),,,
Supply and Consumption of Natural Gas (Districts under City),,,
,,,
单位：万立方米,,,
(10 000 cubic meters),,,
,,,
城 市,City,天然气供气总量 Total Natural Gas Supply,居民家庭用量 Consumptionof Gas for Residential Use
  达州市,  Dazhou,14958,8974
  雅安市,  Ya'an,8181,6621
  巴中市,  Bazhong,15955,9510
  资阳市,  Ziyang,13594,4783
贵州省,Guizhou,,
  贵阳市,  Guiyang,54254,35121
  六盘水市,  Liupanshui,5676,3822
  遵义市,  Zunyi,31563,5558
  安顺市,  Anshun,6602,2747
  毕节市,  Bijie,3182,1909
  铜仁市,  Tongren,1678,696
云南省,Yunnan,,
  昆明市,  Kunming,36989,14076
  曲靖市,  Qujing,8010,655
  玉溪市,  Yuxi,4066,251
  保山市,  Baoshan,1806,553
  昭通市,  Zhaotong,1907,2518
  丽江市,  Lijiang,1070,209
  普洱市,  Pu'er,337,138
  临沧市,  Lincang,77,76
西藏自治区,Xizang,,
  拉萨市,  Lhasa,,
  日喀则市,  Xigaze,,
  昌都市,  Qamdo,,
  林芝市,  Nyingchi,,
  山南市,  Lholka,,
  那曲市,  Nagqu,,
陕西省,Shaanxi,,
  西安市,  Xi'an,390632,113017
  铜川市,  Tongchuan,22268,6672
  宝鸡市,  Baoji,35018,14420
  咸阳市,  Xianyang,26508,9886
  渭南市,  Weinan,22112,17093
  延安市,  Yan'an,33871,18727
  汉中市,  Hanzhong,12202,9372
  榆林市,  Yulin,28941,15840
  安康市,  Ankang,6362,4165
  商洛市,  Shangluo,10141,4204
甘肃省,Gansu,,
  兰州市,  Lanzhou,155144,36454
  嘉峪关市,  Jiayuguan,,
  金昌市,  Jinchang,11799,688
  白银市,  Baiyin,21055,2250
  天水市,  Tianshui,11300,3629
  武威市,  Wuwei,6620,1664
  张掖市,  Zhangye,6510,2270
  平凉市,  Pingliang,2172,355
  酒泉市,  Jiuquan,3395,2352
  庆阳市,  Qingyang,6265,4500
  定西市,  Dingxi,1915,906
  陇南市,  Longnan,1092,620
青海省,Qinghai,,
  西宁市,  Xining,203501,45826
  海东市,  Haidong,16111,9735
宁夏回族自治区,Ningxia,,
  银川市,  Yinchuan,52082,18322
  石嘴山市,  Shizuishan,20105,6319
  吴忠市,  Wuzhong,8523,4249
  固原市,  Guyuan,4053,2236
  中卫市,  Zhongwei,20125,4231
新疆维吾尔自治区,Xinjiang,,
  乌鲁木齐市,  Urumqi,315039,63111
  克拉玛依市,  Karamay,39896,6651
  吐鲁番市,  Turpan,,
  哈密市,  Hami,15701,3102
