Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
2-3工业颗粒物排放量和二氧化硫及氮氧化物排放量(全市),,,,
,,,,
"Industrial Particulate Emission, Industry Sulphur Dioxide Produced and Industry",,,,
Nitrogen Dioxide Emission(Total City),,,,
,,,,
单位：吨,,,,
,,,,
(ton),,,,
,,,,
城 市,City,工业颗粒物排放量 Volume of Industrial Particulate Emission,工业二氧化硫排放量 Volume of Sulphur Dioxide Emission,工业氮氧化物排放量 Volume of Nitrogen Dioxide Emission
  铜仁市,  Tongren,,,
云南省,Yunnan,,,
  昆明市,  Kunming,17288,20816,23496
  曲靖市,  Qujing,22662,22014,23518
  玉溪市,  Yuxi,10616,8522,14764
  保山市,  Baoshan,2880,3556,5176
  昭通市,  Zhaotong,7940,9309,9822
  丽江市,  Lijiang,1589,1014,2420
  普洱市,  Pu'er,3359,1723,3563
  临沧市,  Lincang,1423,654,2737
西藏自治区,Xizang,,,
  拉萨市,  Lhasa,1472,387,1473
  日喀则市,  Xigazê,728,251,906
  昌都市,  Qamdo,,,
  林芝市,  Nyingchi,253,1,
  山南市,  Lhoka,1017,275,1306
  那曲市,  Nagqu,52,58,29
陕西省,Shaanxi,,,
  西安市,  Xi'an,634,1673,4532
  铜川市,  Tongchuan,5130,3056,6255
  宝鸡市,  Baoji,3605,1665,4377
  咸阳市,  Xianyang,3252,1484,2830
  渭南市,  Weinan,97704,2853,5458
  延安市,  Yan'an,7481,4205,6027
  汉中市,  Hanzhong,2402,1678,3707
  榆林市,  Yulin,18330,18851,37315
  安康市,  Ankang,1776,701,1345
  商洛市,  Shangluo,1431,1159,2497
甘肃省,Gansu,,,
  兰州市,  Lanzhou,6614,17660,15310
  嘉峪关市,  Jiayuguan,19329,16992,15601
  金昌市,  Jinchang,5135,4543,6061
  白银市,  Baiyin,3336,5773,7820
  天水市,  Tianshui,1606,1650,3686
  武威市,  Wuwei,2121,1436,2862
  张掖市,  Zhangye,1174,2669,3586
  平凉市,  Pingliang,2265,2739,6202
  酒泉市,  Jiuquan,2418,3081,5581
  庆阳市,  Qingyang,420,983,1970
  定西市,  Dingxi,1917,5276,3183
  陇南市,  Longnan,1139,1381,3078
青海省,Qinghai,,,
  西宁市,  Xining,7025,26458,10260
  海东市,  Haidong,2702,6451,3862
宁夏回族自治区,Ningxia,,,
  银川市,  Yinchuan,,,
  石嘴山市,  Shizuishan,23197,17793,30124
  吴忠市,  Wuzhong,6275,8301,10550
  固原市,  Guyuan,1301,807,1583
  中卫市,  Zhongwei,,,
新疆维吾尔自治区,Xinjiang,,,
  乌鲁木齐市,  Urumqi,7257,4513,10984
  克拉玛依市,  Karamay,1128,2798,9658
  吐鲁番市,  Turpan,,3152,7406
  哈密市,  Hami,124631,4364,8551
