Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
2-29用电量情况(全市),,,,
Electricity Consumption(Total City),,,,
,,,,
单位：万千瓦时,,,,
,,,,
(10 000 kW h),,,,
,,,,
城 市,City,全社会用电量 Total Electricity Consumption,,
,,,工业用电 Industrial Electricity,居民生活用电 Household electricity
  白银市,  Baiyin,1901661,1456147,86592
  天水市,  Tianshui,553505,179215,150252
  武威市,  Wuwei,812006,478657,77368
  张掖市,  Zhangye,661299,320112,67394
  平凉市,  Pingliang,500457,258398,52964
  酒泉市,  Jiuquan,1015251,609807,61902
  庆阳市,  Qingyang,698433,424219,110226
  定西市,  Dingxi,618875,289550,119140
  陇南市,  Longnan,568293,292145,127361
青海省,Qinghai,,,
  西宁市,  Xining,6741743,6200189,241590
  海东市,  Haidong,1644500,1448100,80900
宁夏回族自治区,Ningxia,,,
  银川市,  Yinchuan,5227100,4268100,176200
  石嘴山市,  Shizuishan,3918902,3827382,24790
  吴忠市,  Wuzhong,1948489,1744399,58151
  固原市,  Guyuan,489357,306997,60181
  中卫市,  Zhongwei,2784092,2435568,61117
新疆维吾尔自治区,Xinjiang,,,
  乌鲁木齐市,  Urumqi,4683537,3522653,283443
  克拉玛依市,  Karamay,1155185,1029062,32784
  吐鲁番市,  Turpan,2779316,2503346,70470
  哈密市,  Hami,1607690,1292051,58183
